,Year,Month,Month Code,District Code,District,Total SNAP Households,Total SNAP Persons,Total SNAP Benefits,Temporary Assistance SNAP Households,Temporary Assistance SNAP Persons,Temporary Assistance SNAP Benefits,Non-Temporary Assistance SNAP Households,Non-Temporary Assistance SNAP Persons,Non-Temporary Assistance SNAP Benefits,population,%Total SNAP Persons,%nyspopulation,Community District,Households Receiving SNAP Benefits,mean_population,%Individuals Receiving SNAP Benefits
158,2019,April,4.0,9.0,Clinton,6313.0,10206,1205991.0,2259.0,2686.0,411482.0,4054.0,7520.0,794509.0,0,inf,0.2328271391546257,,,,
159,2019,March,3.0,9.0,Clinton,6388.0,10389,1222037.0,2276.0,2710.0,414697.0,4112.0,7679.0,807340.0,0,inf,0.2328271391546257,,,,
160,2019,February,2.0,9.0,Clinton,6372.0,10379,1216975.0,2279.0,2707.0,414226.0,4093.0,7672.0,802749.0,0,inf,0.2328271391546257,,,,
161,2019,January,1.0,9.0,Clinton,6418.0,10526,1242020.0,2295.0,2749.0,417343.0,4123.0,7777.0,824677.0,0,inf,0.2328271391546257,,,,
162,2020,June,6.0,10.0,Columbia,3508.0,5875,1004045.0,1181.0,1470.0,261929.0,2327.0,4405.0,742116.0,0,inf,0.2394854361214381,,,,
163,2020,May,5.0,10.0,Columbia,3507.0,5887,1061030.0,1173.0,1471.0,275526.0,2334.0,4416.0,785504.0,0,inf,0.2394854361214381,,,,
164,2020,April,4.0,10.0,Columbia,3486.0,5770,1304959.0,1160.0,1441.0,310830.0,2326.0,4329.0,994129.0,0,inf,0.2394854361214381,,,,
165,2020,March,3.0,10.0,Columbia,3299.0,5398,672394.0,1140.0,1455.0,221851.0,2159.0,3943.0,450543.0,0,inf,0.2394854361214381,,,,
166,2020,February,2.0,10.0,Columbia,3236.0,5294,661006.0,1133.0,1438.0,218983.0,2103.0,3856.0,442023.0,0,inf,0.2394854361214381,,,,
167,2020,January,1.0,10.0,Columbia,3230.0,5283,658625.0,1132.0,1430.0,218060.0,2098.0,3853.0,440565.0,0,inf,0.2394854361214381,,,,
168,2019,December,12.0,10.0,Columbia,3206.0,5227,657270.0,1148.0,1444.0,222865.0,2058.0,3783.0,434405.0,0,inf,0.2328271391546257,,,,
169,2019,November,11.0,10.0,Columbia,3187.0,5199,652879.0,1141.0,1432.0,221033.0,2046.0,3767.0,431846.0,0,inf,0.2328271391546257,,,,
170,2019,October,10.0,10.0,Columbia,3210.0,5206,666135.0,1166.0,1472.0,229723.0,2044.0,3734.0,436412.0,0,inf,0.2328271391546257,,,,
171,2019,September,9.0,10.0,Columbia,3190.0,5224,651413.0,1158.0,1457.0,224014.0,2032.0,3767.0,427399.0,0,inf,0.2328271391546257,,,,
172,2019,August,8.0,10.0,Columbia,3192.0,5221,652507.0,1159.0,1458.0,225985.0,2033.0,3763.0,426522.0,0,inf,0.2328271391546257,,,,
173,2019,July,7.0,10.0,Columbia,3210.0,5258,656955.0,1173.0,1497.0,231031.0,2037.0,3761.0,425924.0,0,inf,0.2328271391546257,,,,
174,2019,June,6.0,10.0,Columbia,3210.0,5279,647454.0,1162.0,1468.0,224429.0,2048.0,3811.0,423025.0,0,inf,0.2328271391546257,,,,
175,2019,May,5.0,10.0,Columbia,3243.0,5333,654383.0,1164.0,1478.0,228169.0,2079.0,3855.0,426214.0,0,inf,0.2328271391546257,,,,
176,2019,April,4.0,10.0,Columbia,3260.0,5336,651890.0,1153.0,1466.0,223164.0,2107.0,3870.0,428726.0,0,inf,0.2328271391546257,,,,
177,2019,March,3.0,10.0,Columbia,3287.0,5405,655749.0,1162.0,1501.0,227180.0,2125.0,3904.0,428569.0,0,inf,0.2328271391546257,,,,
178,2019,February,2.0,10.0,Columbia,3331.0,5474,669032.0,1177.0,1510.0,230098.0,2154.0,3964.0,438934.0,0,inf,0.2328271391546257,,,,
179,2019,January,1.0,10.0,Columbia,3309.0,5468,665524.0,1178.0,1526.0,228649.0,2131.0,3942.0,436875.0,0,inf,0.2328271391546257,,,,
180,2020,June,6.0,11.0,Cortland,3153.0,5575,934872.0,978.0,1248.0,222864.0,2175.0,4327.0,712008.0,0,inf,0.2394854361214381,,,,
181,2020,May,5.0,11.0,Cortland,3260.0,5857,1032097.0,1003.0,1282.0,237187.0,2257.0,4575.0,794910.0,0,inf,0.2394854361214381,,,,
182,2020,April,4.0,11.0,Cortland,3258.0,5782,1335986.0,986.0,1256.0,262563.0,2272.0,4526.0,1073423.0,0,inf,0.2394854361214381,,,,
183,2020,March,3.0,11.0,Cortland,3058.0,5478,652152.0,962.0,1245.0,197878.0,2096.0,4233.0,454274.0,0,inf,0.2394854361214381,,,,
184,2020,February,2.0,11.0,Cortland,3077.0,5478,644488.0,974.0,1273.0,201539.0,2103.0,4205.0,442949.0,0,inf,0.2394854361214381,,,,
185,2020,January,1.0,11.0,Cortland,3127.0,5585,662301.0,987.0,1288.0,204786.0,2140.0,4297.0,457515.0,0,inf,0.2394854361214381,,,,
186,2019,December,12.0,11.0,Cortland,3089.0,5445,659451.0,990.0,1263.0,203456.0,2099.0,4182.0,455995.0,0,inf,0.2328271391546257,,,,
187,2019,November,11.0,11.0,Cortland,3092.0,5453,663421.0,995.0,1275.0,203675.0,2097.0,4178.0,459746.0,0,inf,0.2328271391546257,,,,
188,2019,October,10.0,11.0,Cortland,3105.0,5459,664896.0,983.0,1257.0,201539.0,2122.0,4202.0,463357.0,0,inf,0.2328271391546257,,,,
189,2019,September,9.0,11.0,Cortland,3056.0,5402,647358.0,988.0,1283.0,202596.0,2068.0,4119.0,444762.0,0,inf,0.2328271391546257,,,,
190,2019,August,8.0,11.0,Cortland,3106.0,5490,663632.0,981.0,1282.0,201327.0,2125.0,4208.0,462305.0,0,inf,0.2328271391546257,,,,
191,2019,July,7.0,11.0,Cortland,3085.0,5457,652414.0,978.0,1291.0,202440.0,2107.0,4166.0,449974.0,0,inf,0.2328271391546257,,,,
192,2019,June,6.0,11.0,Cortland,3137.0,5545,660802.0,998.0,1320.0,206705.0,2139.0,4225.0,454097.0,0,inf,0.2328271391546257,,,,
193,2019,May,5.0,11.0,Cortland,3184.0,5671,668519.0,1013.0,1329.0,207903.0,2171.0,4342.0,460616.0,0,inf,0.2328271391546257,,,,
194,2019,April,4.0,11.0,Cortland,3205.0,5694,675592.0,1022.0,1345.0,210802.0,2183.0,4349.0,464790.0,0,inf,0.2328271391546257,,,,
195,2019,March,3.0,11.0,Cortland,3298.0,5887,706185.0,1034.0,1386.0,215136.0,2264.0,4501.0,491049.0,0,inf,0.2328271391546257,,,,
196,2019,February,2.0,11.0,Cortland,3278.0,5872,702085.0,1058.0,1406.0,221550.0,2220.0,4466.0,480535.0,0,inf,0.2328271391546257,,,,
197,2019,January,1.0,11.0,Cortland,3283.0,5928,705393.0,1051.0,1392.0,220025.0,2232.0,4536.0,485368.0,0,inf,0.2328271391546257,,,,
198,2020,June,6.0,12.0,Delaware,2508.0,4387,700033.0,721.0,822.0,150421.0,1787.0,3565.0,549612.0,0,inf,0.2394854361214381,,,,
199,2020,May,5.0,12.0,Delaware,2584.0,4602,844616.0,717.0,812.0,155389.0,1867.0,3790.0,689227.0,0,inf,0.2394854361214381,,,,
200,2020,April,4.0,12.0,Delaware,2591.0,4491,1049555.0,713.0,810.0,187596.0,1878.0,3681.0,861959.0,0,inf,0.2394854361214381,,,,
201,2020,March,3.0,12.0,Delaware,2457.0,4218,482095.0,709.0,814.0,118351.0,1748.0,3404.0,363744.0,0,inf,0.2394854361214381,,,,
202,2020,February,2.0,12.0,Delaware,2436.0,4206,465812.0,706.0,818.0,117836.0,1730.0,3388.0,347976.0,0,inf,0.2394854361214381,,,,
203,2020,January,1.0,12.0,Delaware,2446.0,4216,468959.0,728.0,835.0,122851.0,1718.0,3381.0,346108.0,0,inf,0.2394854361214381,,,,
204,2019,December,12.0,12.0,Delaware,2449.0,4239,477064.0,733.0,857.0,125642.0,1716.0,3382.0,351422.0,0,inf,0.2328271391546257,,,,
205,2019,November,11.0,12.0,Delaware,2417.0,4148,465566.0,729.0,846.0,122341.0,1688.0,3302.0,343225.0,0,inf,0.2328271391546257,,,,
206,2019,October,10.0,12.0,Delaware,2398.0,4109,458830.0,717.0,828.0,119268.0,1681.0,3281.0,339562.0,0,inf,0.2328271391546257,,,,
207,2019,September,9.0,12.0,Delaware,2427.0,4210,462121.0,708.0,813.0,114476.0,1719.0,3397.0,347645.0,0,inf,0.2328271391546257,,,,
208,2019,August,8.0,12.0,Delaware,2483.0,4295,475885.0,724.0,830.0,117696.0,1759.0,3465.0,358189.0,0,inf,0.2328271391546257,,,,
209,2019,July,7.0,12.0,Delaware,2496.0,4340,479338.0,730.0,855.0,119036.0,1766.0,3485.0,360302.0,0,inf,0.2328271391546257,,,,
210,2019,June,6.0,12.0,Delaware,2491.0,4328,476056.0,732.0,863.0,120768.0,1759.0,3465.0,355288.0,0,inf,0.2328271391546257,,,,
211,2019,May,5.0,12.0,Delaware,2539.0,4443,494910.0,748.0,885.0,123345.0,1791.0,3558.0,371565.0,0,inf,0.2328271391546257,,,,
212,2019,April,4.0,12.0,Delaware,2531.0,4444,496307.0,745.0,880.0,124080.0,1786.0,3564.0,372227.0,0,inf,0.2328271391546257,,,,
213,2019,March,3.0,12.0,Delaware,2557.0,4515,496838.0,749.0,878.0,123101.0,1808.0,3637.0,373737.0,0,inf,0.2328271391546257,,,,
214,2019,February,2.0,12.0,Delaware,2591.0,4580,506302.0,755.0,882.0,124102.0,1836.0,3698.0,382200.0,0,inf,0.2328271391546257,,,,
215,2019,January,1.0,12.0,Delaware,2624.0,4682,521223.0,758.0,893.0,126488.0,1866.0,3789.0,394735.0,0,inf,0.2328271391546257,,,,
216,2020,June,6.0,13.0,Dutchess,11327.0,18850,3333163.0,3751.0,4595.0,840062.0,7576.0,14255.0,2493101.0,0,inf,0.2394854361214381,,,,
217,2020,May,5.0,13.0,Dutchess,11409.0,19176,3520394.0,3723.0,4570.0,870456.0,7686.0,14606.0,2649938.0,0,inf,0.2394854361214381,,,,
218,2020,April,4.0,13.0,Dutchess,11244.0,18537,4197853.0,3713.0,4482.0,977487.0,7531.0,14055.0,3220366.0,0,inf,0.2394854361214381,,,,
219,2020,March,3.0,13.0,Dutchess,10760.0,17653,2297074.0,3663.0,4450.0,707030.0,7097.0,13203.0,1590044.0,0,inf,0.2394854361214381,,,,
220,2020,February,2.0,13.0,Dutchess,10671.0,17566,2276339.0,3651.0,4446.0,699517.0,7020.0,13120.0,1576822.0,0,inf,0.2394854361214381,,,,
221,2020,January,1.0,13.0,Dutchess,10716.0,17568,2271918.0,3646.0,4421.0,695583.0,7070.0,13147.0,1576335.0,0,inf,0.2394854361214381,,,,
222,2019,December,12.0,13.0,Dutchess,10647.0,17561,2265243.0,3639.0,4423.0,697189.0,7008.0,13138.0,1568054.0,0,inf,0.2328271391546257,,,,
223,2019,November,11.0,13.0,Dutchess,10681.0,17562,2267307.0,3666.0,4464.0,703745.0,7015.0,13098.0,1563562.0,0,inf,0.2328271391546257,,,,
224,2019,October,10.0,13.0,Dutchess,10772.0,17730,2311338.0,3698.0,4535.0,719728.0,7074.0,13195.0,1591610.0,0,inf,0.2328271391546257,,,,
225,2019,September,9.0,13.0,Dutchess,10635.0,17428,2239227.0,3673.0,4496.0,700629.0,6962.0,12932.0,1538598.0,0,inf,0.2328271391546257,,,,
226,2019,August,8.0,13.0,Dutchess,10630.0,17478,2246797.0,3672.0,4502.0,694843.0,6958.0,12976.0,1551954.0,0,inf,0.2328271391546257,,,,
227,2019,July,7.0,13.0,Dutchess,10723.0,17622,2268810.0,3693.0,4518.0,704586.0,7030.0,13104.0,1564224.0,0,inf,0.2328271391546257,,,,
228,2019,June,6.0,13.0,Dutchess,10643.0,17555,2240674.0,3638.0,4458.0,694701.0,7005.0,13097.0,1545973.0,0,inf,0.2328271391546257,,,,
229,2019,May,5.0,13.0,Dutchess,10650.0,17546,2235131.0,3626.0,4399.0,684903.0,7024.0,13147.0,1550228.0,0,inf,0.2328271391546257,,,,
230,2019,April,4.0,13.0,Dutchess,10668.0,17606,2238109.0,3634.0,4402.0,687244.0,7034.0,13204.0,1550865.0,0,inf,0.2328271391546257,,,,
231,2019,March,3.0,13.0,Dutchess,10767.0,17794,2274666.0,3668.0,4448.0,696366.0,7099.0,13346.0,1578300.0,0,inf,0.2328271391546257,,,,
232,2019,February,2.0,13.0,Dutchess,10686.0,17696,2236826.0,3649.0,4412.0,687765.0,7037.0,13284.0,1549061.0,0,inf,0.2328271391546257,,,,
233,2019,January,1.0,13.0,Dutchess,10738.0,17907,2272599.0,3642.0,4420.0,687414.0,7096.0,13487.0,1585185.0,0,inf,0.2328271391546257,,,,
234,2020,June,6.0,14.0,Erie,80787.0,147777,25558014.0,25172.0,36197.0,6354548.0,55615.0,111580.0,19203466.0,917687,16.103202943923144,0.2394854361214381,,,,
235,2020,May,5.0,14.0,Erie,80242.0,147191,26232816.0,25103.0,36311.0,6612286.0,55139.0,110880.0,19620530.0,917687,16.03934674894599,0.2394854361214381,,,,
236,2020,April,4.0,14.0,Erie,79195.0,144170,31652682.0,25111.0,36089.0,7496778.0,54084.0,108081.0,24155904.0,917687,15.71014953900404,0.2394854361214381,,,,
237,2020,March,3.0,14.0,Erie,76082.0,138725,18006229.0,24941.0,36154.0,5517821.0,51141.0,102571.0,12488408.0,917687,15.116809979873311,0.2394854361214381,,,,
238,2020,February,2.0,14.0,Erie,76337.0,139152,18053039.0,25051.0,36424.0,5565311.0,51286.0,102728.0,12487728.0,917687,15.163340005906154,0.2394854361214381,,,,
239,2020,January,1.0,14.0,Erie,76564.0,139527,18124683.0,25227.0,36830.0,5632492.0,51337.0,102697.0,12492191.0,917687,15.204203611906893,0.2394854361214381,,,,
240,2019,December,12.0,14.0,Erie,76434.0,139456,18205925.0,25335.0,37110.0,5705142.0,51099.0,102346.0,12500783.0,918702,15.179677414439066,0.2328271391546257,,,,
241,2019,November,11.0,14.0,Erie,76609.0,140065,18260861.0,25416.0,37323.0,5731588.0,51193.0,102742.0,12529273.0,918702,15.2459665919961,0.2328271391546257,,,,
242,2019,October,10.0,14.0,Erie,77043.0,141028,18472734.0,25521.0,37661.0,5782888.0,51522.0,103367.0,12689846.0,918702,15.350788394931108,0.2328271391546257,,,,
243,2019,September,9.0,14.0,Erie,76724.0,140283,18108173.0,25513.0,37730.0,5699923.0,51211.0,102553.0,12408250.0,918702,15.269695722878582,0.2328271391546257,,,,
244,2019,August,8.0,14.0,Erie,76584.0,140152,18067602.0,25630.0,38106.0,5756687.0,50954.0,102046.0,12310915.0,918702,15.255436474504249,0.2328271391546257,,,,
245,2019,July,7.0,14.0,Erie,76963.0,141011,18105238.0,25715.0,38313.0,5760970.0,51248.0,102698.0,12344268.0,918702,15.348937958119173,0.2328271391546257,,,,
246,2019,June,6.0,14.0,Erie,77198.0,141638,18128067.0,25733.0,38344.0,5765145.0,51465.0,103294.0,12362922.0,918702,15.417186421712373,0.2328271391546257,,,,
247,2019,May,5.0,14.0,Erie,77352.0,141724,18140516.0,25942.0,38757.0,5824008.0,51410.0,102967.0,12316508.0,918702,15.426547454996289,0.2328271391546257,,,,
248,2019,April,4.0,14.0,Erie,77608.0,142438,18177573.0,26049.0,39151.0,5871926.0,51559.0,103287.0,12305647.0,918702,15.504265801097636,0.2328271391546257,,,,
249,2019,March,3.0,14.0,Erie,78083.0,143712,18338340.0,26353.0,39897.0,5974298.0,51730.0,103815.0,12364042.0,918702,15.642939712768666,0.2328271391546257,,,,
250,2019,February,2.0,14.0,Erie,78543.0,144654,18465974.0,26463.0,40176.0,6014459.0,52080.0,104478.0,12451515.0,918702,15.745475681994812,0.2328271391546257,,,,
251,2019,January,1.0,14.0,Erie,78342.0,144478,18509031.0,26648.0,40640.0,6074234.0,51694.0,103838.0,12434797.0,918702,15.726318218530055,0.2328271391546257,,,,
252,2020,June,6.0,15.0,Essex,1904.0,3233,540131.0,641.0,683.0,128098.0,1263.0,2550.0,412033.0,0,inf,0.2394854361214381,,,,
253,2020,May,5.0,15.0,Essex,1953.0,3354,607863.0,634.0,674.0,130301.0,1319.0,2680.0,477562.0,0,inf,0.2394854361214381,,,,
254,2020,April,4.0,15.0,Essex,1982.0,3355,769183.0,636.0,669.0,152481.0,1346.0,2686.0,616702.0,0,inf,0.2394854361214381,,,,
255,2020,March,3.0,15.0,Essex,1860.0,3144,385011.0,629.0,671.0,105437.0,1231.0,2473.0,279574.0,0,inf,0.2394854361214381,,,,
256,2020,February,2.0,15.0,Essex,1840.0,3099,373893.0,639.0,689.0,107895.0,1201.0,2410.0,265998.0,0,inf,0.2394854361214381,,,,
257,2020,January,1.0,15.0,Essex,1828.0,3053,371049.0,650.0,707.0,110661.0,1178.0,2346.0,260388.0,0,inf,0.2394854361214381,,,,
258,2019,December,12.0,15.0,Essex,1800.0,3016,370207.0,637.0,697.0,109890.0,1163.0,2319.0,260317.0,0,inf,0.2328271391546257,,,,
259,2019,November,11.0,15.0,Essex,1769.0,2957,367961.0,632.0,694.0,109340.0,1137.0,2263.0,258621.0,0,inf,0.2328271391546257,,,,
260,2019,October,10.0,15.0,Essex,1775.0,2963,363214.0,629.0,705.0,111620.0,1146.0,2258.0,251594.0,0,inf,0.2328271391546257,,,,
261,2019,September,9.0,15.0,Essex,1788.0,3013,364676.0,633.0,705.0,108450.0,1155.0,2308.0,256226.0,0,inf,0.2328271391546257,,,,
262,2019,August,8.0,15.0,Essex,1804.0,3043,368829.0,645.0,721.0,111796.0,1159.0,2322.0,257033.0,0,inf,0.2328271391546257,,,,
263,2019,July,7.0,15.0,Essex,1821.0,3126,373104.0,649.0,725.0,109894.0,1172.0,2401.0,263210.0,0,inf,0.2328271391546257,,,,
264,2019,June,6.0,15.0,Essex,1850.0,3191,382118.0,654.0,727.0,111866.0,1196.0,2464.0,270252.0,0,inf,0.2328271391546257,,,,
265,2019,May,5.0,15.0,Essex,1850.0,3252,387073.0,648.0,728.0,112325.0,1202.0,2524.0,274748.0,0,inf,0.2328271391546257,,,,
266,2019,April,4.0,15.0,Essex,1857.0,3268,386101.0,659.0,751.0,114458.0,1198.0,2517.0,271643.0,0,inf,0.2328271391546257,,,,
267,2019,March,3.0,15.0,Essex,1870.0,3266,386571.0,673.0,767.0,117971.0,1197.0,2499.0,268600.0,0,inf,0.2328271391546257,,,,
268,2019,February,2.0,15.0,Essex,1911.0,3350,394456.0,685.0,777.0,117557.0,1226.0,2573.0,276899.0,0,inf,0.2328271391546257,,,,
269,2019,January,1.0,15.0,Essex,1926.0,3361,403587.0,683.0,775.0,118822.0,1243.0,2586.0,284765.0,0,inf,0.2328271391546257,,,,
270,2020,June,6.0,16.0,Franklin,3930.0,6630,1115552.0,1551.0,1878.0,342115.0,2379.0,4752.0,773437.0,0,inf,0.2394854361214381,,,,
271,2020,May,5.0,16.0,Franklin,3987.0,6765,1205477.0,1576.0,1914.0,358696.0,2411.0,4851.0,846781.0,0,inf,0.2394854361214381,,,,
272,2020,April,4.0,16.0,Franklin,4012.0,6719,1558418.0,1586.0,1918.0,419643.0,2426.0,4801.0,1138775.0,0,inf,0.2394854361214381,,,,
273,2020,March,3.0,16.0,Franklin,3850.0,6502,800230.0,1558.0,1880.0,293791.0,2292.0,4622.0,506439.0,0,inf,0.2394854361214381,,,,
274,2020,February,2.0,16.0,Franklin,3936.0,6647,825062.0,1573.0,1914.0,300270.0,2363.0,4733.0,524792.0,0,inf,0.2394854361214381,,,,
275,2020,January,1.0,16.0,Franklin,3952.0,6703,833601.0,1599.0,1956.0,307211.0,2353.0,4747.0,526390.0,0,inf,0.2394854361214381,,,,
276,2019,December,12.0,16.0,Franklin,3926.0,6699,837983.0,1587.0,1957.0,308309.0,2339.0,4742.0,529674.0,0,inf,0.2328271391546257,,,,
277,2019,November,11.0,16.0,Franklin,3879.0,6548,822217.0,1577.0,1951.0,307065.0,2302.0,4597.0,515152.0,0,inf,0.2328271391546257,,,,
278,2019,October,10.0,16.0,Franklin,3851.0,6476,823778.0,1572.0,1952.0,307275.0,2279.0,4524.0,516503.0,0,inf,0.2328271391546257,,,,
279,2019,September,9.0,16.0,Franklin,3843.0,6480,810024.0,1554.0,1907.0,298461.0,2289.0,4573.0,511563.0,0,inf,0.2328271391546257,,,,
280,2019,August,8.0,16.0,Franklin,3852.0,6525,811961.0,1529.0,1894.0,295905.0,2323.0,4631.0,516056.0,0,inf,0.2328271391546257,,,,
281,2019,July,7.0,16.0,Franklin,3852.0,6523,814087.0,1540.0,1890.0,292791.0,2312.0,4633.0,521296.0,0,inf,0.2328271391546257,,,,
282,2019,June,6.0,16.0,Franklin,3874.0,6602,816742.0,1545.0,1895.0,294069.0,2329.0,4707.0,522673.0,0,inf,0.2328271391546257,,,,
283,2019,May,5.0,16.0,Franklin,3940.0,6745,829610.0,1546.0,1899.0,293192.0,2394.0,4846.0,536418.0,0,inf,0.2328271391546257,,,,
284,2019,April,4.0,16.0,Franklin,3991.0,6838,840616.0,1530.0,1885.0,292913.0,2461.0,4953.0,547703.0,0,inf,0.2328271391546257,,,,
285,2019,March,3.0,16.0,Franklin,4009.0,6885,849295.0,1534.0,1890.0,292520.0,2475.0,4995.0,556775.0,0,inf,0.2328271391546257,,,,
286,2019,February,2.0,16.0,Franklin,3976.0,6839,849841.0,1524.0,1869.0,289397.0,2452.0,4970.0,560444.0,0,inf,0.2328271391546257,,,,
287,2019,January,1.0,16.0,Franklin,3953.0,6801,849548.0,1517.0,1865.0,290613.0,2436.0,4936.0,558935.0,0,inf,0.2328271391546257,,,,
288,2020,June,6.0,17.0,Fulton,4199.0,6957,1185273.0,1388.0,1550.0,288764.0,2811.0,5407.0,896509.0,0,inf,0.2394854361214381,,,,
289,2020,May,5.0,17.0,Fulton,4259.0,7104,1271340.0,1387.0,1554.0,296303.0,2872.0,5550.0,975037.0,0,inf,0.2394854361214381,,,,
290,2020,April,4.0,17.0,Fulton,4424.0,7293,1733966.0,1386.0,1539.0,344554.0,3038.0,5754.0,1389412.0,0,inf,0.2394854361214381,,,,
291,2020,March,3.0,17.0,Fulton,4198.0,6926,834436.0,1378.0,1552.0,243353.0,2820.0,5374.0,591083.0,0,inf,0.2394854361214381,,,,
292,2020,February,2.0,17.0,Fulton,4207.0,6977,841820.0,1385.0,1574.0,246936.0,2822.0,5403.0,594884.0,0,inf,0.2394854361214381,,,,
293,2020,January,1.0,17.0,Fulton,4211.0,7019,844089.0,1373.0,1550.0,242367.0,2838.0,5469.0,601722.0,0,inf,0.2394854361214381,,,,
294,2019,December,12.0,17.0,Fulton,4216.0,7031,856770.0,1367.0,1549.0,248135.0,2849.0,5482.0,608635.0,0,inf,0.2328271391546257,,,,
295,2019,November,11.0,17.0,Fulton,4138.0,6873,831846.0,1351.0,1507.0,240735.0,2787.0,5366.0,591111.0,0,inf,0.2328271391546257,,,,
296,2019,October,10.0,17.0,Fulton,4127.0,6875,846638.0,1351.0,1503.0,242931.0,2776.0,5372.0,603707.0,0,inf,0.2328271391546257,,,,
297,2019,September,9.0,17.0,Fulton,4063.0,6728,816993.0,1338.0,1497.0,236500.0,2725.0,5231.0,580493.0,0,inf,0.2328271391546257,,,,
298,2019,August,8.0,17.0,Fulton,4097.0,6760,825902.0,1351.0,1515.0,241106.0,2746.0,5245.0,584796.0,0,inf,0.2328271391546257,,,,
299,2019,July,7.0,17.0,Fulton,4152.0,6861,833729.0,1362.0,1528.0,240645.0,2790.0,5333.0,593084.0,0,inf,0.2328271391546257,,,,
300,2019,June,6.0,17.0,Fulton,4225.0,7052,857440.0,1363.0,1524.0,239028.0,2862.0,5528.0,618412.0,0,inf,0.2328271391546257,,,,
301,2019,May,5.0,17.0,Fulton,4295.0,7176,869154.0,1381.0,1549.0,244586.0,2914.0,5627.0,624568.0,0,inf,0.2328271391546257,,,,
302,2019,April,4.0,17.0,Fulton,4294.0,7176,858418.0,1380.0,1563.0,243966.0,2914.0,5613.0,614452.0,0,inf,0.2328271391546257,,,,
303,2019,March,3.0,17.0,Fulton,4319.0,7261,870605.0,1382.0,1564.0,245244.0,2937.0,5697.0,625361.0,0,inf,0.2328271391546257,,,,
304,2019,February,2.0,17.0,Fulton,4322.0,7265,870025.0,1387.0,1580.0,248922.0,2935.0,5685.0,621103.0,0,inf,0.2328271391546257,,,,
305,2019,January,1.0,17.0,Fulton,4333.0,7287,875558.0,1395.0,1593.0,252634.0,2938.0,5694.0,622924.0,0,inf,0.2328271391546257,,,,
306,2020,June,6.0,18.0,Genesee,2739.0,4633,746488.0,847.0,1017.0,179949.0,1892.0,3616.0,566539.0,0,inf,0.2394854361214381,,,,
307,2020,May,5.0,18.0,Genesee,2822.0,4832,873885.0,862.0,1049.0,196566.0,1960.0,3783.0,677319.0,0,inf,0.2394854361214381,,,,
308,2020,April,4.0,18.0,Genesee,2887.0,4857,1156153.0,865.0,1051.0,231236.0,2022.0,3806.0,924917.0,0,inf,0.2394854361214381,,,,
309,2020,March,3.0,18.0,Genesee,2759.0,4662,535326.0,844.0,1016.0,154365.0,1915.0,3646.0,380961.0,0,inf,0.2394854361214381,,,,
310,2020,February,2.0,18.0,Genesee,2773.0,4679,533739.0,852.0,1028.0,157175.0,1921.0,3651.0,376564.0,0,inf,0.2394854361214381,,,,
311,2020,January,1.0,18.0,Genesee,2789.0,4712,541425.0,848.0,1029.0,157295.0,1941.0,3683.0,384130.0,0,inf,0.2394854361214381,,,,
312,2019,December,12.0,18.0,Genesee,2752.0,4635,536463.0,844.0,1038.0,159660.0,1908.0,3597.0,376803.0,0,inf,0.2328271391546257,,,,
313,2019,November,11.0,18.0,Genesee,2742.0,4618,535248.0,837.0,1043.0,158736.0,1905.0,3575.0,376512.0,0,inf,0.2328271391546257,,,,
314,2019,October,10.0,18.0,Genesee,2779.0,4702,554798.0,858.0,1074.0,165264.0,1921.0,3628.0,389534.0,0,inf,0.2328271391546257,,,,
315,2019,September,9.0,18.0,Genesee,2766.0,4709,546662.0,859.0,1086.0,164272.0,1907.0,3623.0,382390.0,0,inf,0.2328271391546257,,,,
316,2019,August,8.0,18.0,Genesee,2769.0,4696,544777.0,858.0,1073.0,162226.0,1911.0,3623.0,382551.0,0,inf,0.2328271391546257,,,,
317,2019,July,7.0,18.0,Genesee,2803.0,4783,556323.0,867.0,1087.0,164306.0,1936.0,3696.0,392017.0,0,inf,0.2328271391546257,,,,
318,2019,June,6.0,18.0,Genesee,2814.0,4759,554959.0,877.0,1101.0,169244.0,1937.0,3658.0,385715.0,0,inf,0.2328271391546257,,,,
319,2019,May,5.0,18.0,Genesee,2893.0,4925,570670.0,885.0,1114.0,169293.0,2008.0,3811.0,401377.0,0,inf,0.2328271391546257,,,,
320,2019,April,4.0,18.0,Genesee,2908.0,4942,572012.0,886.0,1102.0,170645.0,2022.0,3840.0,401367.0,0,inf,0.2328271391546257,,,,
321,2019,March,3.0,18.0,Genesee,2939.0,5052,584167.0,886.0,1094.0,167901.0,2053.0,3958.0,416266.0,0,inf,0.2328271391546257,,,,
322,2019,February,2.0,18.0,Genesee,2922.0,5018,575012.0,896.0,1122.0,171238.0,2026.0,3896.0,403774.0,0,inf,0.2328271391546257,,,,
323,2019,January,1.0,18.0,Genesee,2954.0,5060,584046.0,900.0,1125.0,172420.0,2054.0,3935.0,411626.0,0,inf,0.2328271391546257,,,,
324,2020,June,6.0,19.0,Greene,2859.0,4679,808173.0,955.0,1137.0,209562.0,1904.0,3542.0,598611.0,0,inf,0.2394854361214381,,,,
325,2020,May,5.0,19.0,Greene,2836.0,4703,842320.0,944.0,1130.0,213040.0,1892.0,3573.0,629280.0,0,inf,0.2394854361214381,,,,
326,2020,April,4.0,19.0,Greene,2813.0,4597,1034879.0,944.0,1123.0,243580.0,1869.0,3474.0,791299.0,0,inf,0.2394854361214381,,,,
